id,Name,Age,Gender,Location,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
157,Alaa Eddine Dekkiche,19,Female,El Harrouch,10th,7.0,9.7,86,10,1.8,8,8,7,0,1.0,132,18,0.6,1.6,0.7,Other,1,5.8,10.0
158,Rabah Bousmaha,18,Prefer not to say,Aïn Oulmene,8th,7.5,6.7,80,2,0.9,1,5,9,0,1.5,121,10,2.7,1.6,0.2,Browsing,5,2.9,10.0
159,Lounes Mokhtar,17,Male,El Hadaiek,10th,6.4,6.2,88,0,0.5,9,4,8,1,0.9,109,17,2.5,3.1,1.0,Education,8,4.3,10.0
160,Nasreddine Messaoudi,15,Prefer not to say,Djelfa,11th,6.3,3.0,74,10,0.7,6,2,4,1,0.7,95,8,2.5,0.9,0.2,Education,2,3.1,10.0
161,Youssra Sifi,13,Prefer not to say,Constantine,10th,4.7,7.3,64,10,0.7,1,1,2,0,1.2,29,6,3.3,0.7,1.1,Social Media,5,3.6,6.8
162,Samar Mokhtar,16,Female,Aïn Oussara,7th,5.4,7.1,87,0,0.1,3,10,5,0,0.6,63,10,2.8,0.9,1.2,Gaming,2,5.2,8.8
163,Mansour Sifi,19,Female,Sétif,11th,5.4,3.4,66,8,0.2,10,7,5,1,0.2,106,11,1.2,2.0,0.1,Browsing,1,4.2,10.0
164,Adel Hamoudi,16,Male,Souk Ahras,11th,5.8,6.3,64,9,0.5,5,1,7,1,1.1,35,12,2.8,1.4,1.3,Gaming,7,7.3,10.0
165,Ines Bahri,19,Prefer not to say,Tlemcen,7th,6.0,6.2,60,3,0.5,10,7,7,0,2.1,75,5,2.3,0.0,1.3,Browsing,7,4.2,7.7
166,Safia Bessa,18,Female,Bougaa,12th,4.3,3.8,93,6,0.6,1,7,5,1,0.6,89,9,2.0,1.0,0.7,Social Media,5,4.7,9.0
167,Feriel Benguettaf,15,Male,Salah Bouchaour,12th,3.9,6.5,77,4,1.2,8,4,1,0,0.9,20,7,4.0,1.3,0.0,Gaming,9,6.6,7.8
168,Racha Ben Aoun,18,Male,Sidi Mezghiche,9th,2.6,8.8,55,8,0.9,5,9,4,1,0.3,132,14,2.1,2.3,2.1,Browsing,6,3.9,8.0
169,Ziad Khelifi,13,Prefer not to say,Husseïn Dey,9th,1.3,7.1,73,4,1.0,7,1,8,0,2.1,38,11,1.6,0.7,2.3,Education,5,8.8,3.0
170,Issra Djilali,18,Prefer not to say,Ouled Adouane,10th,4.2,5.1,62,4,0.0,3,4,2,0,0.8,110,17,1.9,1.2,0.1,Other,8,9.4,10.0
171,Ilyes Djilali,15,Prefer not to say,Illizi,11th,7.6,5.7,56,1,0.0,7,1,7,0,1.0,75,14,1.6,1.1,1.4,Browsing,6,4.1,10.0
172,Leila Saidi,14,Male,Biskra,11th,7.3,6.6,99,2,1.8,1,2,9,0,0.7,30,9,3.8,1.1,0.6,Browsing,7,6.4,10.0
173,Sofian Ouled Said,17,Prefer not to say,Souk El Khemis,10th,3.3,8.0,69,4,1.2,9,9,1,1,0.6,112,6,0.8,2.1,0.9,Other,8,4.2,5.6
174,Salma Boutaleb,14,Male,Tibane,11th,3.5,5.6,58,0,1.7,5,7,9,0,1.2,109,8,1.7,1.7,1.0,Other,8,7.0,7.9
175,Nada Moualek,16,Female,Mascara,12th,5.4,4.9,88,8,1.3,1,7,9,0,1.7,131,8,2.9,1.7,0.2,Gaming,2,5.4,10.0
176,Wissam Abderrahmane,13,Prefer not to say,Batna,12th,5.3,5.7,76,0,0.8,9,3,9,1,0.2,71,19,1.5,2.0,0.3,Education,9,6.8,10.0
177,Akram Rabhi,17,Female,Aomar,11th,0.0,8.1,75,2,0.7,4,9,7,0,0.6,138,11,3.0,2.8,1.3,Education,1,6.3,6.7
178,Islam Menad,17,Male,Gueddara,11th,4.4,5.5,57,9,0.2,9,10,5,1,0.8,136,8,1.1,1.3,0.7,Education,4,4.7,8.4
179,Mohamed Bouterfa,19,Prefer not to say,El M'Ghair,10th,6.2,7.9,79,5,2.6,1,4,2,0,0.7,71,17,0.9,0.6,0.2,Gaming,10,8.1,8.6
180,Anis Bouziane,15,Prefer not to say,El Main,9th,3.2,6.5,91,2,0.0,9,2,2,1,0.1,123,15,3.9,1.2,0.7,Other,9,6.0,10.0
181,Karim Ben Toumi,18,Male,Beni Messous,12th,5.2,8.2,67,3,1.8,1,3,9,0,1.6,62,13,2.2,1.7,0.6,Education,2,3.9,8.8
182,Soha Henni,16,Prefer not to say,El Oued,8th,4.9,4.5,95,2,1.4,8,9,2,1,0.7,21,17,3.0,1.2,0.0,Gaming,8,3.5,10.0
183,Ines Bouziane,15,Female,Aït Oumalou,7th,8.3,7.1,57,6,0.0,4,2,9,1,1.6,36,11,4.5,1.1,3.0,Browsing,6,2.7,10.0
184,Ryma Chabane,13,Male,Djelfa,10th,7.5,4.5,90,1,1.8,8,7,3,1,1.4,66,19,1.1,0.0,0.6,Education,8,7.3,10.0
185,Rabah Tayebi,17,Prefer not to say,Beni Messous,12th,4.8,7.0,77,7,2.3,2,5,5,0,0.9,32,12,2.4,1.2,0.1,Other,10,6.6,7.9
186,Mansour Ouled Said,15,Female,Souk El Khemis,12th,1.1,6.5,83,3,1.7,2,8,6,1,1.0,47,12,1.2,0.6,0.8,Education,9,6.0,3.0
187,Lina Ben Messaoud,18,Male,Tipaza,9th,6.2,6.9,81,3,1.1,2,6,4,1,0.7,67,14,3.8,0.4,0.2,Education,3,5.3,10.0
188,Souhila Meftah,16,Female,Agouni Gueghrane,9th,2.8,5.1,61,6,1.4,5,4,6,1,1.3,39,5,1.4,1.2,1.4,Social Media,6,4.6,4.6
189,Nabil Maouche,16,Female,Tissemsilt,8th,4.4,4.1,96,5,1.6,10,7,1,0,1.8,90,12,2.0,1.0,1.2,Education,4,4.8,9.6
190,Melissa Larbi,19,Male,Chorfa,7th,1.2,8.1,89,9,0.7,2,9,5,0,1.5,148,15,1.7,3.3,0.9,Gaming,9,10.9,8.1
191,Fateh Khelifi,17,Male,Naama,11th,6.2,7.3,65,5,0.8,2,10,7,1,0.7,41,7,2.8,2.3,0.2,Gaming,2,6.6,9.9
192,Siham Tayebi,13,Male,T’Kout,11th,7.0,6.3,66,6,0.0,8,6,9,0,0.2,136,12,1.0,1.5,1.2,Social Media,1,3.8,10.0
193,Emna Merouane,16,Male,El Eulma,10th,2.5,5.5,66,0,0.2,3,6,2,1,1.5,131,18,1.7,3.0,0.2,Social Media,8,2.9,10.0
194,Zahra Adjal,17,Prefer not to say,In Guezzam,8th,4.3,3.8,50,10,0.0,8,9,6,0,0.4,73,7,3.4,1.1,0.4,Gaming,3,5.2,9.8
195,Ines Hamoudi,18,Prefer not to say,El Taref,7th,3.7,7.4,54,7,0.2,8,7,7,0,0.5,21,19,3.0,0.7,0.3,Education,4,6.1,7.9
196,Nour Sifi,15,Prefer not to say,Mascara,12th,2.2,10.0,62,6,1.7,1,1,10,1,1.6,46,14,4.1,3.6,1.3,Education,5,5.2,8.6
197,Majid Djaballah,17,Male,Skikda,12th,5.4,7.9,83,5,1.8,4,2,2,1,0.6,91,14,1.5,2.7,0.7,Education,10,5.0,10.0
198,Ghiles Ouahrani,17,Female,Biskra,7th,5.5,6.5,70,5,0.0,3,7,3,0,0.9,96,9,1.1,4.0,1.8,Browsing,2,5.3,10.0
199,Malika Bousmaha,17,Female,Hassi Messaoud,10th,3.8,7.5,63,9,1.7,10,10,2,1,1.0,148,10,3.1,0.0,1.2,Social Media,5,7.3,8.1
200,Noureddine Guerfi,13,Prefer not to say,Tissemsilt,7th,5.0,6.9,78,8,1.2,4,8,6,0,0.9,75,13,1.7,0.5,1.0,Social Media,7,6.6,7.8
201,Juba Toumi,13,Female,Hamma,7th,3.6,7.7,51,3,0.3,3,1,10,0,0.9,81,12,2.9,1.5,1.4,Browsing,7,7.5,8.2
202,Mohamed Meftah,13,Female,Bouzina,10th,4.4,7.6,69,4,1.8,2,7,10,1,2.4,73,17,2.7,1.7,0.0,Browsing,2,3.3,9.9
203,Rafik Nadjib,18,Male,Larbaâ Nath Irathen,11th,3.8,4.2,95,2,0.0,2,8,2,0,1.1,24,5,3.5,1.5,0.3,Education,5,8.8,8.2
204,Sid Ahmed Adjal,18,Male,Bou Saada,12th,8.1,5.0,58,2,0.9,2,3,5,0,1.6,30,15,3.5,1.6,0.8,Gaming,6,5.1,10.0
205,Dounia Younsi,13,Male,Timezrit,12th,8.7,7.7,79,4,1.0,5,6,7,0,1.5,48,18,2.8,0.9,1.8,Other,2,5.0,10.0
206,Adila Djilali,15,Female,Bir Ghbalou,9th,4.3,6.4,54,7,1.0,5,6,9,1,1.2,81,19,1.2,0.9,1.8,Education,7,6.5,8.6
207,Faysal Sifi,18,Female,Batna,12th,0.0,7.3,90,3,0.1,10,9,6,1,1.2,34,18,2.1,1.8,0.2,Education,7,9.4,4.5
208,Ahmed Haddad,17,Female,Nzala,8th,6.7,6.3,67,10,1.1,7,4,3,0,0.9,99,12,2.1,3.2,0.4,Gaming,6,4.5,10.0
209,Wahid Benfodil,18,Male,Beni Zmenzer,12th,6.8,5.7,55,9,0.0,9,7,1,0,1.4,144,10,1.7,0.5,0.1,Gaming,3,6.5,10.0
210,Heythem Ayachi,17,Female,Aïn Arnat,9th,6.3,8.2,77,10,1.9,5,10,6,0,0.9,95,5,2.8,1.2,1.3,Other,9,4.7,9.1
211,Sabah Khammar,14,Prefer not to say,Djelfa,7th,3.2,6.5,98,1,0.0,4,3,9,0,0.2,51,13,2.4,0.2,2.4,Social Media,9,5.9,6.2
212,Feriel Mokhtar,18,Female,Ouled Moussa,9th,8.8,7.5,85,5,1.4,10,8,1,1,0.6,134,19,1.9,1.0,0.8,Education,8,3.7,10.0
213,Sarah Khelifi,18,Female,Mekla,7th,7.1,6.9,90,4,0.0,10,1,1,0,1.7,56,15,1.1,1.0,1.4,Browsing,5,5.5,9.9
214,Salma Bendjebbar,18,Male,Souidania,8th,3.1,7.6,62,3,1.6,3,2,3,1,1.2,112,7,0.5,3.1,2.6,Education,1,7.6,6.5
215,Malik Amara,15,Female,Batna,7th,3.5,5.5,62,8,1.2,8,4,8,1,0.2,125,9,2.5,2.3,1.9,Education,2,4.5,9.9
216,Fatiha Maouche,15,Male,Ouyoun El Assafs,12th,4.9,5.8,78,3,1.3,10,1,2,1,1.6,92,11,3.7,3.6,0.7,Social Media,3,4.2,10.0
217,Hocine Mohamed,16,Female,Djelfa,8th,0.0,8.1,82,3,1.5,9,7,6,1,1.1,40,16,3.3,2.5,1.0,Education,5,6.5,5.8
218,Mehrez Bachiri,14,Male,Adrar,11th,7.4,4.0,96,5,1.5,1,4,2,1,1.2,146,14,3.2,1.0,1.3,Other,9,8.6,10.0
219,Rami Haddouche,13,Prefer not to say,El M'Ghair,7th,5.1,6.2,84,3,1.0,7,5,2,1,0.2,22,18,2.2,2.3,0.9,Other,9,6.6,10.0
220,Karima Benguettaf,17,Prefer not to say,Mila,9th,5.2,7.2,86,2,0.9,10,4,6,1,1.5,50,19,2.6,1.0,2.4,Education,6,5.2,10.0
221,Leila Lakhdar,19,Female,Saoula,11th,3.9,8.9,50,5,0.8,1,5,10,1,1.0,50,17,1.3,1.0,0.6,Social Media,1,6.9,6.2
222,Salem Hamoudi,13,Female,Aït Oumalou,11th,4.2,5.2,77,1,0.2,1,7,1,0,1.7,119,11,1.1,0.5,2.1,Other,8,5.8,7.8
223,Sofiane Khelifi,16,Female,Salah Bey,11th,4.7,5.8,51,8,1.3,2,9,7,1,0.3,60,10,4.1,1.2,1.3,Browsing,6,5.0,10.0
224,Hafid Boutaleb,17,Prefer not to say,Husseïn Dey,7th,3.2,4.7,90,5,0.0,9,3,9,1,1.2,34,15,2.9,1.7,1.2,Gaming,7,3.7,9.1
225,Nawal Merabet,14,Male,Biskra,10th,6.3,4.4,52,6,0.6,2,1,5,1,0.7,74,7,2.8,1.0,1.5,Browsing,2,6.9,10.0
226,Celia Sahraoui,19,Male,Taxlent,9th,6.6,8.6,61,8,2.0,10,9,8,0,1.3,133,5,1.6,2.1,0.9,Other,7,7.8,9.7
227,Wissal Cherif,13,Female,Birine,7th,6.7,6.6,68,5,0.1,3,3,5,1,1.4,134,14,2.6,2.0,1.6,Other,8,4.8,10.0
228,Riad Segni,13,Female,Mascara,12th,5.2,9.0,99,1,0.4,5,7,1,1,0.6,64,16,2.3,0.5,1.2,Browsing,7,8.7,8.0
229,Shahrazad Djaout,13,Male,Béchar,12th,4.5,6.9,84,4,1.0,6,9,3,0,1.0,48,12,1.8,1.7,0.5,Social Media,6,3.6,7.9
230,Camila Mansouri,16,Male,Draria,7th,2.6,5.6,72,6,0.4,9,4,8,0,1.1,132,15,3.3,1.4,2.2,Browsing,7,3.7,10.0
231,Fatima Bahri,18,Prefer not to say,Ksar El Abtal,12th,4.7,4.9,97,2,2.3,8,6,8,0,1.3,130,13,4.0,2.9,0.3,Gaming,9,5.3,10.0
232,Ikram Aissaoui,18,Male,Hoceinia,7th,7.2,6.2,65,6,1.2,1,2,2,1,1.9,70,19,2.8,0.5,0.7,Browsing,4,4.5,10.0
233,Walid Djelali,18,Prefer not to say,Souidania,9th,2.0,7.5,76,0,1.1,1,7,2,1,0.9,115,7,1.4,1.9,1.3,Gaming,10,5.6,5.2
234,Walid Kadri,14,Female,Sidi Khelifa,7th,8.8,7.6,88,8,1.5,3,1,5,1,0.8,52,8,1.9,1.5,1.9,Gaming,1,5.2,10.0
235,Rami Ben Hamou,14,Prefer not to say,Béni Abbès,10th,4.1,7.8,52,4,0.5,6,2,7,0,1.1,150,17,0.7,3.7,0.0,Gaming,4,3.8,10.0
236,Youssra Rahmani,18,Prefer not to say,Ghardaïa,11th,1.1,5.9,96,2,0.0,9,8,2,0,0.8,80,14,2.6,3.6,0.8,Education,7,7.2,8.8
237,Hafid Aissaoui,17,Prefer not to say,Sétif,8th,6.7,7.9,54,8,1.3,7,10,7,0,0.2,84,9,2.2,1.3,1.4,Education,9,7.9,9.7
238,Djallel Touati,13,Female,Ouled Djellal,12th,8.2,6.9,50,6,0.9,6,7,1,0,1.2,22,7,1.4,0.7,1.4,Browsing,3,3.1,8.7
239,Kamal Hamzaoui,15,Female,Aïn Torki,8th,3.1,9.2,75,8,1.2,2,10,2,1,1.3,41,19,3.5,1.1,0.2,Social Media,8,7.5,7.7
240,Fatima Bousmaha,15,Male,Chaâbet El Ham,11th,6.7,5.1,75,3,0.8,6,7,1,0,0.5,59,8,3.1,1.5,0.5,Browsing,4,8.7,10.0
241,Kais Menad,13,Female,Tibane,10th,5.6,5.4,95,6,0.1,2,10,3,1,1.8,38,13,2.1,1.2,0.5,Social Media,5,6.4,9.6
242,Leila Rahmani,19,Prefer not to say,Mila,12th,1.9,5.8,69,5,0.6,2,3,2,1,0.8,51,13,3.7,2.4,1.6,Browsing,2,5.4,8.7
243,Djallel Saidane,17,Male,Blida,7th,0.0,7.8,73,3,0.6,7,3,1,0,1.5,27,11,2.6,1.8,0.7,Social Media,9,6.9,3.2
244,Ahmed Othmani,13,Male,Bouderbala,10th,8.0,5.7,65,7,0.9,7,8,3,0,1.4,36,10,3.3,0.0,0.5,Education,4,7.5,10.0
245,Heythem Fekir,15,Female,Naama,8th,6.9,5.1,63,10,2.1,4,1,1,0,1.4,59,12,2.8,0.3,1.6,Browsing,4,8.3,10.0
246,Zoulikha Messaoudi,16,Prefer not to say,Boumedfaa,7th,5.2,5.2,63,7,0.0,3,6,5,0,1.4,86,6,2.7,2.0,0.1,Education,6,5.8,10.0
247,Aicha Salhi,14,Male,Bougaa,11th,6.6,8.0,81,8,1.4,6,4,1,0,0.7,87,17,3.8,2.6,1.0,Browsing,4,7.1,10.0
248,Samar Haddouche,16,Female,El Bayadh,7th,7.9,5.2,84,9,0.3,3,7,3,0,0.5,108,12,3.0,2.1,1.5,Social Media,3,3.3,10.0
249,Hocine Benguettaf,14,Male,Aïn Témouchent,11th,3.1,5.6,52,5,0.2,10,2,10,1,1.2,31,6,3.7,3.5,2.2,Education,9,4.2,9.3
250,Ryma Dekkiche,14,Male,Biskra,10th,4.3,8.4,61,10,0.0,2,1,8,1,1.1,147,9,1.9,1.1,0.0,Other,10,4.2,7.8
251,Linda El Hachemi,17,Male,Djanet,10th,5.8,9.1,98,6,1.0,7,8,4,1,1.5,92,15,2.0,1.6,1.5,Social Media,4,8.9,9.7
252,Samir Maouche,17,Prefer not to say,Annaba,8th,4.4,7.8,55,9,1.5,5,3,9,1,1.1,131,15,0.3,1.5,1.4,Social Media,5,7.5,7.9
253,Djallel Khelifa,17,Prefer not to say,Djasr Kasentina,11th,5.3,6.2,91,6,1.3,6,10,7,0,0.8,143,16,1.7,0.2,0.7,Social Media,2,7.3,10.0
254,Lakhdar Madani,17,Male,Talkhamt,8th,3.1,7.1,100,2,2.1,8,3,5,0,0.5,80,7,1.8,0.0,1.8,Gaming,9,6.1,4.4
255,Mustapha Ben Aoun,14,Prefer not to say,Sidi Moussa,9th,6.3,7.9,100,4,2.5,7,4,7,0,1.1,103,7,2.1,2.3,0.5,Other,9,6.6,10.0
256,Lina Messaoudi,19,Prefer not to say,Naama,9th,4.3,6.3,85,3,0.0,2,2,9,0,0.9,44,8,3.9,2.0,0.7,Social Media,5,7.2,9.5
257,Majid Mezouar,18,Female,Oran,8th,4.7,8.3,91,3,2.2,7,6,6,1,1.3,134,18,0.8,0.7,0.8,Gaming,3,7.3,8.3
258,Hakim Ben Messaoud,17,Prefer not to say,Akbou,11th,2.5,6.6,84,4,1.1,7,4,6,0,0.9,38,20,3.0,2.4,0.0,Browsing,3,3.8,9.4
259,Riad Boudjemaa,18,Prefer not to say,Draria,12th,1.6,5.4,82,5,1.8,3,8,7,1,2.0,111,12,1.5,1.2,1.6,Browsing,1,7.3,6.2
260,Riadh Attia,14,Male,Zerdaza,10th,4.7,6.1,59,10,0.0,5,8,2,1,0.5,111,8,2.1,3.1,2.4,Social Media,9,7.2,10.0
261,Samy Bessa,17,Male,Tipaza,11th,4.0,3.3,69,3,1.7,3,3,8,1,1.0,142,9,3.0,0.2,1.7,Gaming,6,10.8,10.0
262,Malika Khaldi,16,Male,Zerdaza,11th,6.3,5.7,87,8,2.9,6,1,8,1,0.2,36,5,2.1,2.3,2.0,Social Media,8,6.6,9.6
263,Islam Dekkiche,13,Female,Laghouat,12th,6.7,3.5,74,10,0.0,2,7,3,1,0.6,70,11,0.4,1.0,0.2,Social Media,7,7.1,10.0
264,Anis Boutaleb,15,Male,Laghouat,12th,5.9,7.4,84,8,0.6,10,2,1,0,1.5,49,12,2.0,1.7,0.2,Education,10,4.1,9.3
265,Rami Bouziane,17,Female,El Kala,12th,4.9,9.1,90,9,0.2,5,5,10,1,1.4,47,13,2.5,3.0,0.8,Browsing,6,5.4,9.4
266,Juba Merabet,18,Male,Boukhelifa,10th,3.2,5.4,78,3,1.4,4,10,9,0,0.4,145,17,2.4,1.1,0.5,Social Media,7,4.6,10.0
267,Basma Ibrahim,15,Male,Djelfa,10th,4.6,4.8,67,6,0.2,5,5,1,0,1.6,141,18,2.7,0.3,1.1,Education,6,5.1,10.0
268,Naima Benmokhtar,18,Male,Ghassira,11th,4.1,6.1,78,6,2.1,4,1,5,1,1.7,36,16,3.4,1.8,1.0,Browsing,10,8.8,10.0
269,Abdallah Remili,13,Female,Aïn Oussara,8th,6.3,3.0,84,4,1.6,5,1,4,0,1.2,37,8,1.4,0.9,0.3,Other,1,1.9,9.4
270,Riadh Segni,13,Male,Idrissia,10th,1.4,5.2,77,6,0.0,8,8,8,0,0.4,86,11,2.6,2.2,1.4,Gaming,8,4.9,7.5
271,Samar Benguettaf,18,Prefer not to say,Ghanem,10th,6.7,7.1,82,2,0.0,6,9,3,0,0.8,56,14,1.0,1.4,1.9,Other,3,6.9,9.5
272,Kamal Bessa,14,Prefer not to say,Nzala,11th,6.9,6.6,60,2,0.0,9,5,2,0,1.4,144,13,2.5,1.9,1.1,Social Media,9,8.0,10.0
273,Mehdi Zouaghi,17,Prefer not to say,Souk Ahras,9th,7.6,6.0,100,3,1.4,4,4,6,1,1.0,105,9,3.9,0.3,1.3,Gaming,8,9.4,10.0
274,Ryma Khelifa,15,Prefer not to say,Naama,10th,4.1,6.7,61,6,0.3,1,6,9,1,1.1,99,8,2.7,1.7,0.3,Education,1,2.1,8.7
275,Hocine Ghazi,17,Male,Guelma,9th,5.4,3.1,88,0,0.0,7,10,10,0,0.7,29,11,2.9,0.3,0.5,Social Media,3,1.7,9.8
276,Ryma Khelifa,13,Prefer not to say,Mohammadia,12th,6.6,4.6,80,9,0.8,3,4,3,1,0.8,144,6,1.4,2.3,0.8,Social Media,6,6.3,10.0
277,Zohra Bachiri,13,Female,Aghbalou,11th,6.0,6.4,91,4,2.0,9,4,3,0,1.6,38,17,1.0,1.1,0.0,Browsing,10,6.2,9.1
278,Yassin Yahiaoui,18,Male,Biskra,7th,4.3,5.1,81,7,0.0,9,2,10,0,1.2,80,11,3.1,1.4,0.0,Gaming,2,6.3,10.0
279,Hafid Brahimi,13,Female,Bordj Bou Arréridj,7th,6.0,7.7,55,2,1.6,5,2,7,0,1.0,145,20,3.7,2.6,0.3,Social Media,1,5.0,10.0
280,Siham Kerroum,14,Female,El Hadjira,11th,2.2,6.3,62,2,0.0,6,2,7,0,0.7,98,18,2.9,1.1,1.1,Social Media,1,5.1,8.6
281,Ryma Brahimi,15,Female,Chéraga,11th,2.5,5.4,66,0,0.6,9,8,4,0,0.6,85,14,1.9,1.2,1.7,Social Media,9,5.0,7.4
282,Zakaria Ben Messaoud,18,Prefer not to say,Ghanem,10th,5.4,7.2,67,1,0.0,7,5,4,0,0.3,96,12,3.1,2.2,1.2,Gaming,2,3.3,10.0
283,Feriel Djilali,19,Prefer not to say,Rahbat,12th,6.3,8.0,90,9,1.3,4,5,3,0,0.9,134,20,3.1,1.7,0.0,Education,1,4.5,10.0
284,Leila El Hachemi,14,Female,Messaad,11th,3.2,7.3,74,1,0.2,6,8,7,1,1.4,106,11,1.8,0.3,1.4,Social Media,9,5.3,6.0
285,Ouahiba Bouzid,13,Female,Annaba,12th,5.2,4.9,89,5,0.4,3,7,9,0,0.7,91,7,2.6,4.0,1.1,Gaming,9,3.4,10.0
286,Reda Abbas,16,Female,Mila,11th,3.7,5.9,83,6,1.4,3,1,5,1,1.2,83,11,1.5,0.9,0.9,Browsing,1,5.9,7.0
287,Yahia Khelifi,18,Male,Djebahia,8th,4.5,5.2,66,1,2.1,3,4,1,1,1.3,144,16,1.0,2.3,2.1,Social Media,10,3.5,10.0
288,Badis Menad,18,Prefer not to say,Aïn Roua,9th,5.0,7.6,61,4,1.3,4,10,5,0,1.5,89,9,2.0,4.0,0.4,Social Media,5,6.9,10.0
289,Jawaher Ouahrani,14,Male,Tindouf,12th,3.8,6.4,70,5,1.1,7,4,5,0,0.9,74,19,2.3,0.0,0.4,Browsing,1,4.2,8.2
290,Mansour Trabelsi,13,Prefer not to say,Saïda,12th,5.1,8.8,99,1,2.6,5,8,10,1,1.2,140,16,1.7,2.5,1.0,Other,5,7.3,10.0
291,Ikram Bendjebbar,17,Prefer not to say,Aïn Oussara,10th,5.0,5.5,65,3,0.0,10,1,7,1,2.1,98,8,3.0,0.0,1.0,Gaming,1,12.3,8.8
292,amina Segni,14,Male,In Salah,11th,5.5,4.7,81,3,0.6,8,9,9,0,0.4,60,7,2.7,1.6,1.7,Education,10,5.6,10.0
293,Djamila Yahiaoui,13,Female,Aïn Torki,8th,2.7,7.6,98,7,1.1,4,8,9,1,0.7,100,12,2.2,1.3,0.0,Gaming,6,4.1,6.8
294,Salah Lazem,16,Female,Boghni,11th,6.8,8.3,59,3,0.9,10,6,5,0,1.4,105,17,2.8,0.7,2.1,Gaming,7,6.0,10.0
295,Sana Nasri,18,Prefer not to say,Aït Oumalou,11th,5.5,7.5,97,7,2.1,8,8,10,1,1.2,118,17,3.4,1.9,0.4,Gaming,8,6.0,10.0
296,Soraya Benmokhtar,18,Prefer not to say,Aïn Bouziane,12th,3.3,6.7,69,2,0.5,6,4,7,0,1.6,20,10,1.0,0.0,0.2,Education,8,5.4,3.3
297,Amel Fekir,16,Prefer not to say,Tizi Ouzou,7th,8.1,6.4,71,8,1.5,2,6,6,1,0.7,81,10,4.1,1.0,1.0,Browsing,2,6.3,10.0
298,amina Benfodil,17,Female,Iferhounène,7th,6.3,8.4,84,8,1.6,9,8,5,1,1.4,58,5,3.2,1.7,0.5,Other,8,8.1,9.2
299,Khaled Younsi,19,Male,Annaba,12th,4.5,6.8,85,0,1.7,1,5,7,0,1.1,143,7,2.1,0.7,0.7,Other,4,6.3,8.2
300,Imad Chabane,18,Female,Tagra,8th,1.3,7.7,79,7,1.2,5,6,1,0,1.3,104,10,2.4,2.7,1.7,Social Media,1,9.9,6.6
301,Shahrazad Meliani,16,Female,Timimoun,10th,3.3,6.8,95,10,1.3,2,9,4,1,0.8,129,9,4.3,2.5,0.2,Education,10,5.4,10.0
302,Rafik Amara,17,Prefer not to say,In Salah,10th,6.2,6.3,67,8,1.7,9,6,9,1,1.6,47,20,0.0,1.1,0.5,Education,6,6.2,9.1
303,Djallel Kadri,18,Prefer not to say,Akbou,12th,3.6,5.3,93,8,0.0,5,5,8,0,1.3,119,15,1.1,1.0,0.0,Education,3,7.5,8.4
304,Karima Toumi,18,Female,Constantine,12th,0.9,7.1,76,0,1.3,2,8,2,1,0.3,37,19,2.9,3.0,0.3,Education,3,8.3,7.8
305,Narimane Ben Messaoud,17,Prefer not to say,Ouled Naïl,10th,5.4,7.8,77,7,0.0,5,4,7,1,1.4,120,12,4.3,0.0,0.4,Gaming,10,3.1,10.0
306,Rahma Selmane,19,Female,Dély Ibrahim,8th,0.7,4.6,64,6,1.3,10,1,9,0,0.4,146,10,2.2,0.2,1.3,Other,3,5.3,5.7
307,Assia Benali,13,Male,Bab El Oued,8th,3.8,6.8,62,3,0.0,1,9,8,1,1.0,103,16,0.9,2.3,0.8,Gaming,6,5.5,8.9
308,Youssef Aissaoui,14,Male,Hammam Soukhna,7th,8.7,7.1,98,7,0.5,1,4,10,0,1.7,94,16,3.4,1.9,1.3,Social Media,4,7.6,10.0
309,Dounia Kaidi,15,Female,Jijel,11th,7.6,6.5,88,8,0.6,5,6,4,0,1.3,134,12,2.1,1.6,1.2,Education,4,12.0,10.0
310,Karim Zouaghi,13,Prefer not to say,M'chedallah,12th,6.1,5.4,82,2,2.1,10,3,9,1,1.5,98,10,1.4,2.3,0.5,Other,10,7.5,10.0
311,Lotfi Ali,15,Prefer not to say,Tissemsilt,8th,6.2,6.8,99,8,0.0,10,1,6,0,0.7,102,8,1.8,1.6,2.3,Social Media,10,3.9,9.8
312,Fatiha Mostefaoui,19,Male,M'chedallah,11th,2.4,6.8,63,8,0.0,9,8,7,0,0.8,50,16,2.0,1.3,0.9,Other,1,8.0,6.5
313,Narimane Rahmouni,15,Male,Médéa,10th,2.3,7.8,69,9,0.0,2,2,9,0,0.5,72,8,2.7,1.4,0.2,Social Media,10,5.8,5.5
314,Najia Zouaoui,13,Prefer not to say,El Biar,12th,3.0,6.5,75,2,0.4,9,4,6,1,1.3,140,10,3.1,1.3,0.6,Social Media,4,3.7,9.0
315,Islam Benguettaf,15,Female,Sétif,11th,4.6,3.0,61,5,0.5,2,9,9,0,1.7,108,17,2.6,0.7,1.8,Gaming,4,6.0,10.0
